ID,Category,skills_str,skill_count
31217840,CONSULTANT,"agile, clinical, communication, compliance, crm, data analysis, forecasting, hipaa, medical, project management, sales, sap, scrum, sql, training",15
38399177,CONSULTANT,"communication, customer service, leadership, recruitment, training",5
19161572,CONSULTANT,customer service,1
29647215,CONSULTANT,"clinical, nursing, sql, training, unix",5
73075521,CONSULTANT,"api, clinical, compliance, investment, leadership, medical, project management, quality control, r, sap, training",11
17983957,CONSULTANT,"clinical, communication, project management, training",4
20314980,CONSULTANT,"compliance, leadership, oracle, perl, project management, sales, sql, training",8
21512769,CONSULTANT,"excel, medical, pharmacology, training",4
21568833,CONSULTANT,"accounting, auditing, banking, compliance, quickbooks, sales, statistics, tax",8
27726066,CONSULTANT,"budgeting, communication, compliance, electrical, erp, excel, hr, hris, mechanical, onboarding, oracle, payroll, recruitment, sap, training",15
91189201,CONSULTANT,"agile, aws, azure, excel, marketing, sales, sql, tableau",8
95429627,CONSULTANT,"accounting, analytics, budgeting, compliance, crm, excel, forecasting, html, javascript, medical, oracle, payroll, php, problem solving, python, quickbooks, sales, sql, tax, training",20
12526702,CONSULTANT,"autocad, customer service, data analysis, electrical, excel, leadership, medical, problem solving, project management, quality control, simulation, statistics, strategic planning, training",14
92246939,CONSULTANT,"communication, leadership, training",3
48533663,CONSULTANT,"accounting, budgeting, clinical, customer service, medical, recruitment, training",7
38457612,CONSULTANT,"communication, compliance, project management, training",4
27788376,CONSULTANT,"accounting, customer service, excel, hipaa, medical, sales, training",7
31016926,CONSULTANT,"business development, clinical, hr, investment, leadership, marketing, project management, recruitment, training",9
43378989,CONSULTANT,"api, communication, excel, html, java, javascript, mysql, oracle, sql, training",10
13454871,CONSULTANT,"communication, leadership, oracle, sales, sql, training",6
19936735,CONSULTANT,sales,1
33919379,CONSULTANT,"business development, marketing, training",3
95350373,CONSULTANT,"clinical, medical, negotiation, patient care, training",5
15602094,CONSULTANT,"accounting, communication, css, html, illustrator, indesign, investment, javascript, linux, marketing, mysql, photoshop, php, problem solving, project management, quickbooks, sql, training",18
95792386,CONSULTANT,"accounting, auditing, budgeting, communication, compliance, data analysis, excel, forecasting, marketing, oracle, problem solving, sales, sql, tax, training",15
28243590,CONSULTANT,"accounting, forecasting, investment, training",4
14593060,CONSULTANT,"accounting, compliance, ehr, electrical, hipaa, linux, medical, sales, sql, training",10
13313917,CONSULTANT,"business development, crm, erp, forecasting, indesign, leadership, marketing, project management, quickbooks, sales",10
12251115,CONSULTANT,"compliance, excel, hr, marketing, medical, nursing, payroll, quickbooks, sales, training",10
20574232,CONSULTANT,"accounting, communication, customer service, sql",4
12955994,CONSULTANT,"accounting, agile, auditing, communication, compliance, customer service, leadership, medical, negotiation, problem solving, project management, risk management, sales, training",14
16964217,CONSULTANT,"clinical, communication, customer service, medical, nursing, training",6
13215696,CONSULTANT,"accounting, banking, budgeting, business development, communication, customer service, excel, forecasting, marketing, negotiation, problem solving, sales, training",13
29196643,CONSULTANT,"analytics, communication, css, electrical, erp, excel, hr, html, investment, java, leadership, linux, marketing, mysql, sap, sql, training",17
22351830,CONSULTANT,"agile, api, elasticsearch, git, html, java, javascript, linux, mysql, nosql, oracle, rest, scala, scrum, spring, training",16
11415967,CONSULTANT,"accounting, auditing, budgeting, business development, compliance, customer service, marketing, negotiation, problem solving, project management, r, training",12
29297393,CONSULTANT,"auditing, autocad, banking, civil, communication, compliance, customer service, employee relations, excel, hr, hris, marketing, medical, payroll, performance management, recruitment, sales, sap, tax, training",20
18227306,CONSULTANT,"accounting, budgeting, marketing, medical, onboarding, sales, tax, training",8
31201660,CONSULTANT,"banking, budgeting, business development, compliance, customer service, leadership, marketing, medical, project management, quickbooks, sales, training",12
25258040,CONSULTANT,"communication, compliance, customer service, hr, leadership, project management, quality control, training",8
56792999,CONSULTANT,"agile, business development, compliance, marketing, project management, sales, scrum, training",8
22571461,CONSULTANT,"excel, hr, leadership, marketing, payroll, project management, sales, tax, training",9
80527194,CONSULTANT,"accounting, banking, communication, excel, marketing, medical, payroll, performance management, quickbooks, r, sales, training",12
37818861,CONSULTANT,"civil, communication, customer service, electrical, leadership, project management, sales, training",8
91116867,CONSULTANT,"accounting, communication, customer service, problem solving, sales, tax",6
14346702,CONSULTANT,"communication, compliance, customer service, sales, training",5
15083600,CONSULTANT,"accounting, banking, excel, forecasting, investment, python, sales, sql, training",9
63670997,CONSULTANT,"communication, leadership, marketing, project management, sales, training",6
17307206,CONSULTANT,"accounting, communication, customer service, sales",4
67406885,CONSULTANT,"communication, compliance, leadership, mechanical, problem solving, training",6
57364820,CONSULTANT,"customer service, excel, java, leadership, project management, sales, scrum, training, unix",9
79570655,CONSULTANT,"customer service, medical, payroll, quality control, sales, training",6
13569152,CONSULTANT,"accounting, agile, budgeting, communication, leadership, marketing, project management, scrum, strategic planning, training",10
65062795,CONSULTANT,"java, jquery, matlab, oracle, php, problem solving, sales, simulation, sql",9
10984392,CONSULTANT,"accounting, investment, negotiation, problem solving, project management, quality control, sales, swift, training",9
49777184,CONSULTANT,"business development, communication, excel, hr, leadership, marketing, performance management, project management, sales, strategic planning, training",11
11835339,CONSULTANT,"customer service, marketing, payroll, sales, spring, tax, training",7
21156767,CONSULTANT,"agile, azure, data analysis, data science, devops, java, javascript, machine learning, mysql, python, sql, training",12
26234972,CONSULTANT,"budgeting, communication, excel, marketing",4
15535920,CONSULTANT,"analytics, communication, compliance, crm, customer service, forecasting, leadership, project management, sales, statistics, training",11
26919036,CONSULTANT,"customer service, leadership, negotiation, project management, sales, training",6
57601040,CONSULTANT,"analytics, business development, compliance, investment, leadership, project management, risk management, sales, training",9
29076405,CONSULTANT,"customer service, excel, marketing, photoshop, sales, training",6
26167298,CONSULTANT,"business development, clinical, communication, crm, customer service, ehr, excel, forecasting, html, illustrator, indesign, leadership, marketing, medical, photoshop, project management, r, sales, strategic planning, training",20
13837784,DIGITAL-MEDIA,"analytics, communication, excel, html, marketing, sales",6
16509761,DIGITAL-MEDIA,"accounting, marketing, photoshop, sales, spring, training",6
29915354,DIGITAL-MEDIA,"communication, customer service, illustrator, photoshop, problem solving, training",6
82929064,DIGITAL-MEDIA,"analytics, marketing",2
10515955,DIGITAL-MEDIA,"business development, clinical, communication, customer service, marketing, negotiation, recruitment, sales, spring, training",10
14945250,DIGITAL-MEDIA,"accounting, business development, customer service, leadership, marketing, negotiation, sales, training",8
28609364,DIGITAL-MEDIA,"business development, clinical, communication, customer service, marketing, medical, problem solving, project management, sales",9
19861776,DIGITAL-MEDIA,"budgeting, communication, crm, leadership, marketing, project management, sales, strategic planning, training",9
14036515,DIGITAL-MEDIA,"communication, compliance, diagnosis, medical",4
11005406,DIGITAL-MEDIA,"aws, azure, marketing, sap, sql, training",6
17132168,DIGITAL-MEDIA,"business development, communication, leadership, marketing, oracle, problem solving, rest, sales, training",9
15353911,DIGITAL-MEDIA,"illustrator, photoshop, training",3
18501746,DIGITAL-MEDIA,"data analysis, training",2
26341987,DIGITAL-MEDIA,"banking, budgeting, communication, compliance, electrical, erp, investment, leadership, negotiation, recruitment, sql, training",12
27419236,DIGITAL-MEDIA,"communication, css, customer service, excel, html, illustrator, indesign, leadership, marketing, photoshop, project management, quality control, sql, training",14
13328680,DIGITAL-MEDIA,"agile, analytics, auditing, data analysis, devops, excel, investment, leadership, marketing, quality control, r, sales, training",13
17584743,DIGITAL-MEDIA,"marketing, sales",2
14761906,DIGITAL-MEDIA,"illustrator, indesign, photoshop",3
31162167,DIGITAL-MEDIA,"communication, erp, excel, html, illustrator, indesign, marketing, photoshop, sales, training",10
15226699,DIGITAL-MEDIA,"customer service, excel, illustrator, photoshop, sales, training",6
25525152,DIGITAL-MEDIA,"communication, html, illustrator, photoshop, spring, training",6
13343786,DIGITAL-MEDIA,"accounting, analytics, communication, compliance, employee relations, hipaa, hr, hris, investment, payroll, risk management, sap, statistics, training",14
15484097,DIGITAL-MEDIA,"communication, leadership, medical, quality control, training",5
25723793,DIGITAL-MEDIA,"accounting, communication, compliance, excel, forecasting, indesign, marketing, photoshop, sales",9
19444529,DIGITAL-MEDIA,"leadership, marketing, training",3
33893326,DIGITAL-MEDIA,"accounting, analytics, communication, html, investment, marketing, recruitment, statistics",8
18442517,DIGITAL-MEDIA,"agile, bootstrap, communication, crm, css, devops, excel, git, html, javascript, jenkins, marketing, mysql, oracle, perl, photoshop, php, project management, sales, scrum, training",21
40883703,DIGITAL-MEDIA,"analytics, business development, marketing, sales",4
27981289,DIGITAL-MEDIA,"agile, analytics, angular, css, excel, html, javascript, jquery, marketing, php, project management, scrum",12
18900722,DIGITAL-MEDIA,"business development, communication, customer service, excel, illustrator, indesign, leadership, marketing, photoshop, sales",10
28109594,DIGITAL-MEDIA,"budgeting, excel, illustrator, leadership, marketing, payroll, photoshop, project management, r",9
31929166,DIGITAL-MEDIA,"communication, excel, illustrator, indesign, leadership, photoshop, recruitment",7
24574164,DIGITAL-MEDIA,"agile, analytics, business development, customer service, investment, marketing, onboarding, problem solving, r, sales, scrum, training",12
23085604,DIGITAL-MEDIA,"budgeting, business development, communication, marketing, problem solving, project management, sales, training",8
27080812,DIGITAL-MEDIA,"agile, budgeting, communication, compliance, crm, leadership, machine learning, marketing, project management, prototyping, sales",11
14209965,DIGITAL-MEDIA,"excel, leadership, marketing, negotiation, sales, training",6
20330739,DIGITAL-MEDIA,"analytics, business development, communication, forecasting, leadership, marketing, sales",7
37739183,DIGITAL-MEDIA,"budgeting, communication, customer service, html, leadership, marketing, medical, project management, sales, sap, strategic planning",11
14771530,DIGITAL-MEDIA,"budgeting, forecasting, html, illustrator, photoshop, project management",6
62700506,DIGITAL-MEDIA,"accounting, communication, compliance, customer service, leadership, marketing, sales, training",8
34319869,DIGITAL-MEDIA,"accounting, communication, crm, data analysis, excel, github, leadership, marketing, onboarding, project management, sales, sap, tableau, training",14
30999638,DIGITAL-MEDIA,"communication, customer service, excel, marketing, sales, tax, training",7
11677012,DIGITAL-MEDIA,"communication, customer service, leadership, marketing, problem solving, recruitment",6
18525641,DIGITAL-MEDIA,"analytics, communication, leadership, marketing, sales, training",6
91539554,DIGITAL-MEDIA,"communication, data analysis, quality control, training",4
13503650,DIGITAL-MEDIA,"accounting, banking, communication, compliance, customer service, excel, hipaa, investment, medical, strategic planning, training",11
23864858,DIGITAL-MEDIA,"analytics, excel, html, marketing, sql, tax",6
24658786,DIGITAL-MEDIA,"analytics, css, data analysis, html, leadership, marketing, negotiation, project management, sales, training",10
39166680,DIGITAL-MEDIA,"analytics, crm, html, investment, javascript, jquery, leadership, marketing, project management, sales, sql, tableau",12
25038571,DIGITAL-MEDIA,"analytics, business development, marketing, problem solving, sales, training",6
33542483,DIGITAL-MEDIA,"analytics, communication, hr, marketing, sales, training",6
58915642,DIGITAL-MEDIA,"big data, business development, excel, java, leadership, training",6
18927233,DIGITAL-MEDIA,"analytics, customer service, marketing, photoshop, sales, training",6
16893572,DIGITAL-MEDIA,"analytics, budgeting, business development, css, excel, html, javascript, marketing, mysql, photoshop, php, project management, sales",13
18488289,DIGITAL-MEDIA,"analytics, communication, css, customer service, html, leadership, marketing, onboarding, project management, training",10
31909493,DIGITAL-MEDIA,"analytics, communication, crm, leadership, marketing",5
29002596,DIGITAL-MEDIA,"accounting, agile, analytics, electrical, hr, leadership, marketing, sales, training",9
73282756,DIGITAL-MEDIA,"analytics, business development, excel, forecasting, leadership, marketing, negotiation, photoshop, project management, sales, statistics, strategic planning",12
94492380,DIGITAL-MEDIA,"marketing, sales, strategic planning",3
18905648,DIGITAL-MEDIA,"excel, illustrator, photoshop, sales, training",5
70196518,DIGITAL-MEDIA,"communication, customer service, marketing, training",4
56952849,DIGITAL-MEDIA,"communication, linux, marketing, mysql, training, unix",6
40311088,DIGITAL-MEDIA,marketing,1
19053815,DIGITAL-MEDIA,"accounting, communication, compliance, customer service, excel, hr, oracle, payroll, performance management, project management, quickbooks, recruitment, sales, sap, talent acquisition, training",16
10005171,DIGITAL-MEDIA,"marketing, recruitment, strategic planning",3
26160200,DIGITAL-MEDIA,"business development, communication, css, customer service, html, investment, javascript, leadership, marketing, project management, sales",11
59011090,DIGITAL-MEDIA,"analytics, communication, excel, marketing, photoshop, sales",6
34583750,DIGITAL-MEDIA,"communication, crm, customer service, leadership, marketing, sales, training",7
22380187,DIGITAL-MEDIA,"analytics, communication, compliance, excel, marketing, medical, photoshop, quickbooks",8
24953921,DIGITAL-MEDIA,"accounting, communication, css, customer service, payroll, php, sales, training",8
20490741,DIGITAL-MEDIA,"customer service, medical, problem solving, sales, training",5
21125113,DIGITAL-MEDIA,"analytics, communication, excel, sales, spring, training",6
11270462,DIGITAL-MEDIA,"communication, marketing, recruitment, sales",4
90685127,DIGITAL-MEDIA,"analytics, crm, marketing, sales, training",5
20628003,DIGITAL-MEDIA,"analytics, communication, customer service, marketing, sales, training",6
30504149,DIGITAL-MEDIA,"analytics, business development, crm, leadership, marketing",5
25706337,DIGITAL-MEDIA,"accounting, analytics, excel, marketing, oracle, payroll, project management, sales, training",9
91318828,DIGITAL-MEDIA,"analytics, communication, compliance, customer service, indesign, marketing, photoshop, sales, training",9
42156237,DIGITAL-MEDIA,"analytics, etl, excel, html, javascript, marketing, mysql, php, power bi, project management, python, r, sales, sql, tableau",15
80679862,DIGITAL-MEDIA,"analytics, communication, excel, github, gitlab, html, illustrator, marketing, photoshop, sales, sketch",11
16276121,DIGITAL-MEDIA,"analytics, crm, customer service, marketing, sales",5
27921561,DIGITAL-MEDIA,"agile, css, excel, html, illustrator, indesign, javascript, leadership, marketing, mechanical, medical, photoshop, project management, sales, sap, training",16
50219114,DIGITAL-MEDIA,"analytics, budgeting, communication, leadership, marketing, photoshop, php, project management, sales",9
30864828,DIGITAL-MEDIA,"communication, excel, leadership, problem solving, quality control, sales, training",7
17562754,DIGITAL-MEDIA,"analytics, business development, leadership, marketing, strategic planning",5
24679149,DIGITAL-MEDIA,"analytics, compliance, css, erp, html, marketing, photoshop, sales, tax",9
81508860,DIGITAL-MEDIA,"analytics, budgeting, communication, css, hr, html, marketing, project management, quickbooks, sales",10
28679359,DIGITAL-MEDIA,"analytics, budgeting, forecasting, investment, leadership, marketing, medical, project management, sales, strategic planning, training",11
14556869,DIGITAL-MEDIA,"accounting, data analysis, excel, illustrator, marketing, photoshop, sales",7
23810469,DIGITAL-MEDIA,"business development, marketing, sales",3
16536141,DIGITAL-MEDIA,"analytics, investment, leadership, marketing, photoshop, problem solving, project management, sales, strategic planning",9
12085736,DIGITAL-MEDIA,"css, forecasting, html, javascript, marketing, negotiation, sales, sql, strategic planning, training, ui/ux",11
20210676,DIGITAL-MEDIA,"accounting, analytics, banking, communication, compliance, excel, illustrator, marketing, photoshop, tax, training",11
22706174,DIGITAL-MEDIA,"analytics, marketing, project management, sales, training",5
18354623,DIGITAL-MEDIA,"agile, analytics, css, html, illustrator, javascript, jquery, marketing, performance management, photoshop, php, project management, sales, swift, training",15
17432318,DIGITAL-MEDIA,"accounting, communication, excel, illustrator, indesign, marketing, photoshop, risk management, sales",9
11797122,AUTOMOBILE,"accounting, budgeting, communication, compliance, leadership, mechanical, quality control, risk management, training",9
16332293,AUTOMOBILE,"compliance, customer service, marketing, sales, training",5
28790806,AUTOMOBILE,"analytics, banking, etl, hadoop, leadership, oracle, project management, shell, sql, training, unix",11
91515108,AUTOMOBILE,"communication, compliance, customer service, leadership, marketing",5
32109048,AUTOMOBILE,"compliance, customer service, excel, medical",4
11152490,AUTOMOBILE,"banking, communication, compliance, data analysis, employee relations, illustrator, investment, leadership, photoshop, project management, sales, statistics, strategic planning, training",14
99680385,AUTOMOBILE,"api, auditing, catia, civil, communication, electrical, project management, quality control, recruitment, structural",10
15790602,AUTOMOBILE,"analytics, business development, leadership, marketing, negotiation, project management, sales, shell",8
17510973,AUTOMOBILE,"clinical, compliance, customer service, excel, leadership, medical, onboarding, problem solving, training",9
23522150,AUTOMOBILE,"clinical, communication, customer service, medical, sales",5
11257723,AUTOMOBILE,"communication, customer service, risk management, sales, training",5
14455622,AUTOMOBILE,"accounting, compliance, customer service, forecasting, marketing, mechanical, r, sales, structural",9
84295343,AUTOMOBILE,excel,1
78357954,AUTOMOBILE,"compliance, customer service, excel, sales, training",5
24703983,AUTOMOBILE,"accounting, excel, problem solving, sales, tax, training",6
47487091,AUTOMOBILE,"accounting, communication, customer service, excel, medical, negotiation, sales, tax",8
23009962,AUTOMOBILE,"customer service, leadership, sales, training",4
22732234,AUTOMOBILE,"communication, customer service, leadership, problem solving, sales, statistics, training",7
18448085,AUTOMOBILE,"analytics, autocad, data analysis, data science, excel, leadership, matlab, mechanical, mysql, numpy, oracle, pandas, problem solving, python, r, simulation, spark, sql, statistics, tableau, training",21
11887930,AUTOMOBILE,"clinical, communication, compliance, excel, oracle, training",6
14508237,AUTOMOBILE,"analytics, communication, customer service, excel, mechanical, medical, problem solving, r, sales, training",10
15100547,AUTOMOBILE,"communication, customer service, medical, negotiation, problem solving, risk management, training",7
97449528,AUTOMOBILE,"accounting, communication, customer service, hr, leadership, payroll, problem solving, training",8
26341645,AUTOMOBILE,"compliance, customer service, data analysis, excel, hr, hris, leadership, oracle, payroll, project management, sales, sql, training",13
82140102,AUTOMOBILE,"compliance, customer service, data analysis, medical, negotiation, training",6
17571262,AUTOMOBILE,"accounting, customer service, marketing, quickbooks, sales",5
32069695,AUTOMOBILE,"banking, communication, customer service, investment, problem solving, sales",6
22946204,AUTOMOBILE,"autocad, cad, computer vision, data analysis, electrical, excel, java, machine learning, matlab, mechanical, python, r, simulation, solidworks, sql, sqlite, statistics",17
63989974,AUTOMOBILE,"budgeting, project management, training, unix",4
15484011,AUTOMOBILE,"clinical, communication, customer service, excel, hipaa, leadership, medical, sales",8
18932512,AUTOMOBILE,"customer service, excel, sales",3
15210069,AUTOMOBILE,"banking, business development, communication, customer service, payroll, sales, training",7
25047127,AUTOMOBILE,"communication, compliance, customer service, excel, illustrator, marketing, photoshop, sales, training",9
22452756,AUTOMOBILE,"compliance, electrical, sales",3
24592627,AUTOMOBILE,"communication, training",2
51508889,AUTOMOBILE,"auditing, banking, communication, crm, css, data analysis, html, investment, java, javascript, oracle, project management, sales, sap, scrum, shell, sql, training, unix",19
15180322,CHEF,"clinical, communication, customer service, medical, nursing, sales",6
24221960,CHEF,"communication, customer service, leadership, medical",4
24673903,CHEF,"customer service, medical, sales",3
19007667,CHEF,,0
30311202,CHEF,"budgeting, communication, training",3
11121498,CHEF,"communication, marketing, project management, sales",4
32518109,CHEF,"compliance, training",2
26718039,CHEF,,0
23568731,CHEF,"communication, customer service, sales",3
14663897,CHEF,"communication, compliance, customer service, payroll, sales, training",6
21904897,CHEF,"compliance, recruitment, training",3
23591247,CHEF,"communication, customer service, excel, negotiation, problem solving",5
16594812,CHEF,"medical, sales, training",3
19831366,CHEF,"excel, payroll, training",3
16804396,CHEF,"compliance, customer service, leadership, recruitment, sales, training",6
92122785,CHEF,"budgeting, sales",2
27831220,CHEF,"quality control, recruitment, sales, training",4
13411858,CHEF,"customer service, excel, marketing, medical, problem solving, sales, training",7
25924968,CHEF,"excel, marketing, photoshop, sales, training",5
34252537,CHEF,"compliance, customer service, excel, leadership, marketing, sales, training",7
81373857,CHEF,"excel, marketing",2
92985983,CHEF,"budgeting, excel, marketing, r, sales, training",6
34452806,CHEF,"budgeting, communication, compliance, customer service, employee relations, forecasting, leadership, sales, training",9
21611637,CHEF,"compliance, customer service, forecasting, sales, training",5
13095891,CHEF,"budgeting, communication, employee relations, leadership, marketing, project management, quality control, sales, training",9
12717345,CHEF,"communication, leadership, payroll, training",4
23841877,CHEF,"accounting, customer service, employee relations, excel, patient care, payroll, problem solving, r, strategic planning, training",10
23032276,CHEF,"accounting, budgeting, compliance, customer service, excel, forecasting, leadership, marketing, quality control, recruitment, training",11
32605413,CHEF,"auditing, excel, leadership, negotiation, oracle, project management, training",7
65373280,CHEF,"budgeting, communication, customer service, leadership, problem solving, sales, training",7
27909372,CHEF,"customer service, excel, leadership, marketing, sales, training",6
47603843,CHEF,"accounting, bootstrap, css, customer service, html, investment, java, javascript, photoshop, training",10
11444536,CHEF,"accounting, budgeting, customer service, excel, forecasting, marketing, payroll, problem solving, project management, sales, strategic planning, training",12
25953797,CHEF,,0
23185829,CHEF,"business development, communication, excel, leadership, sales, training",6
21869994,CHEF,"accounting, excel, training",3
28424982,CHEF,"leadership, marketing",2
47317494,CHEF,"budgeting, excel",2
29784524,CHEF,"communication, leadership, structural",3
10001727,CHEF,"accounting, auditing, communication, compliance, customer service, hr, marketing, problem solving, project management, sales, training",11
74522938,CHEF,"budgeting, compliance, html, php, recruitment, training",6
91591026,CHEF,"budgeting, customer service, forecasting, marketing, sales, training",6
21511817,CHEF,"forecasting, leadership, training",3
35468363,CHEF,"budgeting, quality control, strategic planning",3
37231163,CHEF,"accounting, customer service, leadership",3
16924102,CHEF,"budgeting, compliance, customer service, leadership, negotiation, payroll, training",7
28092317,CHEF,"communication, customer service, excel, leadership, payroll, quality control, training",7
16855929,CHEF,"r, rest",2
29211359,CHEF,"communication, customer service, payroll, sales, training",5
27820360,CHEF,"customer service, leadership, r, training",4
48580330,CHEF,"hr, payroll, training",3
29072179,CHEF,"customer service, medical, spring, training",4
94047639,CHEF,"communication, compliance, leadership, marketing, sales, training",6
21622444,CHEF,"electrical, sales, training",3
33964275,CHEF,"accounting, communication, leadership, marketing, payroll, quality control, quickbooks, sales, spring, tax, training",11
21101152,CHEF,"excel, problem solving, quality control, training",4
25128608,CHEF,"accounting, banking, budgeting, recruitment, sales, training",6
18825446,CHEF,"communication, customer service, leadership, sales, training",5
61322296,CHEF,"customer service, sales, training",3
20817322,CHEF,"communication, excel, quality control, r, sales, strategic planning, training",7
29449419,CHEF,"auditing, budgeting, communication, compliance, forecasting, leadership, marketing, medical, rest, sales, training",11
20321582,CHEF,"compliance, leadership, payroll, training",4
19285236,CHEF,"communication, customer service, leadership, sales, training",5
13264154,CHEF,"budgeting, communication, illustrator, photoshop, sales, training",6
47729453,CHEF,"electrical, mechanical, structural, training",4
51554903,CHEF,"budgeting, communication, excel, r, training",5
14569498,CHEF,"budgeting, business development, communication, employee relations, excel, leadership, marketing, negotiation, sales, training",10
22561438,CHEF,training,1
12420359,CHEF,"communication, customer service, excel, investment, leadership, problem solving, training",7
16248476,CHEF,customer service,1
10653119,CHEF,"customer service, training",2
11209758,CHEF,"accounting, analytics, excel, marketing, onboarding, payroll, quickbooks, r, sales, tax, training",11
86551046,CHEF,"leadership, sales",2
23807940,CHEF,"customer service, employee relations, excel, forecasting, leadership, recruitment, training",7
29775391,CHEF,"budgeting, communication, compliance, customer service, leadership, marketing, recruitment, sales, training",9
53265899,CHEF,"customer service, leadership, nursing, quality control, risk management, sales, strategic planning, training",8
38309905,CHEF,"customer service, hr, sales, training",4
29772450,CHEF,"cam, compliance, leadership, marketing, r, sales, training",7
21334981,CHEF,"customer service, excel, marketing, quality control, sales, training",6
10276858,CHEF,,0
10588874,CHEF,"budgeting, business development, compliance, leadership, marketing, payroll, problem solving, quality control, training",9
35157762,CHEF,"customer service, excel, leadership, project management, sales, training",6
91072502,CHEF,leadership,1
13212436,CHEF,"customer service, forecasting, leadership, negotiation, payroll, performance management, quality control, recruitment, sales",9
15261348,CHEF,"accounting, customer service, project management, sales, training",5
27662298,CHEF,"problem solving, training",2
16066857,CHEF,"customer service, leadership, sales, training",4
30337969,CHEF,"accounting, budgeting, business development, communication, customer service, marketing, patient care, project management, quality control, sales, training",11
10333299,CHEF,"accounting, communication, compliance, leadership, marketing, onboarding, payroll, project management, quality control, sales, training",11
28396528,CHEF,"clinical, communication, medical, nursing, patient care, training",6
19268120,CHEF,"compliance, customer service, leadership, training",4
20691949,CHEF,"leadership, problem solving, training",3
26189601,CHEF,,0
30826569,CHEF,"clinical, communication, compliance, patient care, sales, training",6
91268638,CHEF,"compliance, recruitment, training",3
18036030,CHEF,"communication, data analysis, leadership, sales, training",5
36366044,CHEF,"business development, communication, excel, leadership, marketing, negotiation, problem solving, sales, spring, training",10
23398733,CHEF,"medical, sales, training",3
29990140,CHEF,"accounting, communication, customer service, excel, marketing, sales, spring, tax, training",9
30128072,CHEF,"leadership, training",2
28176889,CHEF,"accounting, communication, investment, training",4
10889157,CHEF,"leadership, training",2
19951766,CHEF,"customer service, excel, photoshop, statistics, training",5
57262959,CHEF,"communication, compliance, customer service, hr, hris, leadership, marketing, project management, recruitment, sales, talent acquisition, training",12
20033302,CHEF,"accounting, analytics, excel, marketing, onboarding, payroll, quickbooks, r, sales, tax, training",11
24709432,CHEF,"customer service, excel, react, training",4
62555739,CHEF,"autocad, civil, communication, customer service, hipaa, illustrator, medical, nursing, patient care, problem solving, risk management, sales",12
31547476,CHEF,"accounting, customer service, excel, medical, payroll, quickbooks, sales, tax, training",9
18480859,CHEF,"budgeting, communication, leadership, marketing, sales, strategic planning",6
12254068,CHEF,"customer service, marketing, medical, nursing, sales, training",6
11432686,CHEF,"accounting, analytics, communication, customer service, data analysis, electrical, excel, forecasting, leadership, marketing, project management, sales, sap, simulation, training",15
25452321,CHEF,"communication, payroll, sales, training",4
28230807,CHEF,"compliance, hr, quality control, training",4
15354126,CHEF,"communication, customer service, excel, training",4
12155206,CHEF,"accounting, customer service, excel, marketing, medical, sales",6
27298953,CHEF,"business development, communication, compliance, customer service, excel, investment, marketing, problem solving, project management, sales, training",11
68338341,CHEF,"communication, customer service, r, sales, training",5
22349169,CHEF,"compliance, training",2
11877150,FINANCE,"accounting, budgeting, communication, excel, marketing, sales",6
86549455,FINANCE,"data analysis, employee relations, leadership, project management, training",5
26530575,FINANCE,"accounting, budgeting, business development, communication, compliance, excel, forecasting, hris, leadership, medical, negotiation, payroll, recruitment, risk management, tax, training",16
23955183,FINANCE,"compliance, financial modeling, investment, leadership, marketing, medical, problem solving, project management, sales, training",10
24854026,FINANCE,"analytics, compliance, data analysis, excel, financial modeling, marketing, oracle, project management, risk management, sales, sql",11
48285304,FINANCE,"accounting, budgeting, business development, communication, erp, excel, forecasting, oracle, sales, sap, statistics, training",12
14722634,FINANCE,"accounting, budgeting, communication, compliance, forecasting, leadership, negotiation, payroll, sales, tax, training",11
27789372,FINANCE,"accounting, auditing, budgeting, clinical, compliance, excel, hr, leadership, medical, payroll, quickbooks, strategic planning",12
26767199,FINANCE,"accounting, analytics, auditing, banking, communication, compliance, data analysis, oracle, payroll, r, sales, tax, training",13
15891494,FINANCE,"accounting, budgeting, compliance, forecasting, investment, payroll, quality control",7
78229715,FINANCE,"accounting, auditing, communication, compliance, excel, payroll, quickbooks, r, sales, statistics, tax",11
22720697,FINANCE,"accounting, clinical, communication, excel, marketing, payroll, quickbooks",7
70541112,FINANCE,"accounting, budgeting, compliance, erp, forecasting, oracle, problem solving, sales, sap, sql, tax, training",12
20705888,FINANCE,"crm, customer service, excel, sales, statistics",5
28522529,FINANCE,"accounting, auditing, banking, budgeting, compliance, erp, excel, forecasting, hr, investment, leadership, marketing, negotiation, risk management, training",15
19147603,FINANCE,"accounting, auditing, communication, excel, payroll, quickbooks, r, tax",8
11490673,FINANCE,"accounting, budgeting, business development, communication, compliance, customer service, forecasting, leadership, marketing, medical, payroll, performance management, r, sales, tax, training",16
84356308,FINANCE,"accounting, auditing, budgeting, compliance, erp, excel, financial modeling, forecasting, hr, investment, leadership, negotiation, problem solving, project management, risk management, sales, strategic planning, tax, training",19
91564103,FINANCE,"accounting, auditing, budgeting, compliance, excel, financial modeling, payroll, quickbooks, tax, training",10
22622351,FINANCE,"accounting, budgeting, electrical, forecasting, leadership, sales, tax, training",8
61634281,FINANCE,"analytics, customer service, forecasting, indesign, marketing, payroll, photoshop, quickbooks, sales, training",10
